time = 159000    total seen = 12949 max lag = 525
time = 160000    total seen = 12949 max lag = 478
time = 161000    total seen = 12949 max lag = 478
time = 162000    total seen = 12949 max lag = 478
time = 163000    total seen = 12949 max lag = 423
time = 164000    total seen = 12949 max lag = 423
time = 165000    total seen = 12949 max lag = 423
time = 166000    total seen = 12949 max lag = 423
time = 167000    total seen = 12949 max lag = 423
time = 168000    total seen = 12949 max lag = 423
time = 169000    total seen = 12949 max lag = 423
time = 170000    total seen = 12949 max lag = 423
time = 171000    total seen = 12949 max lag = 423
time = 172000    total seen = 12949 max lag = 423
time = 173000    total seen = 12949 max lag = 423
time = 174000    total seen = 12949 max lag = 351
time = 175000    total seen = 12949 max lag = 351
time = 176000    total seen = 12949 max lag = 351
time = 177000    total seen = 12949 max lag = 259
time = 178000    total seen = 12949 max lag = 259
time = 179000    total seen = 12949 max lag = 259
time = 180000    total seen = 12949 max lag = 259
time = 181000    total seen = 12949 max lag = 250
time = 182000    total seen = 12949 max lag = 250
time = 183000    total seen = 12949 max lag = 250
time = 184000    total seen = 12949 max lag = 250
time = 185000    total seen = 12949 max lag = 250
time = 186000    total seen = 12949 max lag = 250
time = 187000    total seen = 12949 max lag = 250
time = 188000    total seen = 12949 max lag = 250
time = 189000    total seen = 12949 max lag = 250
time = 190000    total seen = 12949 max lag = 250
time = 191000    total seen = 12949 max lag = 250
time = 192000    total seen = 12949 max lag = 250
time = 193000    total seen = 12949 max lag = 250
time = 194000    total seen = 12949 max lag = 250
time = 195000    total seen = 12949 max lag = 250
time = 196000    total seen = 12949 max lag = 250
time = 197000    total seen = 12949 max lag = 250
time = 198000    total seen = 12949 max lag = 220
time = 199000    total seen = 12949 max lag = 220
time = 200000    total seen = 12949 max lag = 220
time = 201000    total seen = 12949 max lag = 220
time = 202000    total seen = 12949 max lag = 220
time = 203000    total seen = 12949 max lag = 216
time = 204000    total seen = 12949 max lag = 216
time = 205000    total seen = 12949 max lag = 216
time = 206000    total seen = 12949 max lag = 95
time = 207000    total seen = 12949 max lag = 95
time = 208000    total seen = 12949 max lag = 95
time = 209000    total seen = 12949 max lag = 95
time = 210000    total seen = 12949 max lag = 94
time = 211000    total seen = 12949 max lag = 94
time = 212000    total seen = 12949 max lag = 94
time = 213000    total seen = 12949 max lag = 89
time = 214000    total seen = 12949 max lag = 89
time = 215000    total seen = 12949 max lag = 89
time = 216000    total seen = 12949 max lag = 89
time = 217000    total seen = 12949 max lag = 84
time = 218000    total seen = 12949 max lag = 84
time = 219000    total seen = 12949 max lag = 84
time = 220000    total seen = 12949 max lag = 31
time = 221000    total seen = 12949 max lag = 31
time = 222000    total seen = 12949 max lag = 31
time = 223000    total seen = 12949 max lag = 31
time = 224000    total seen = 12949 max lag = 31
time = 225000    total seen = 12949 max lag = 31
time = 226000    total seen = 12949 max lag = 31
time = 227000    total seen = 12949 max lag = 31
time = 228000    total seen = 12949 max lag = 31
time = 229000    total seen = 12949 max lag = 31
time = 230000    total seen = 12949 max lag = 31
time = 231000    total seen = 12949 max lag = 31
time = 232000    total seen = 12949 max lag = 31
time = 233000    total seen = 12949 max lag = 31
time = 234000    total seen = 12949 max lag = 31
time = 235000    total seen = 12949 max lag = 31
time = 236000    total seen = 12949 max lag = 31
time = 237000    total seen = 12949 max lag = 31
time = 238000    total seen = 12949 max lag = 31
time = 239000    total seen = 12949 max lag = 31
time = 240000    total seen = 12949 max lag = 31
time = 241000    total seen = 12949 max lag = 31
time = 242000    total seen = 12949 max lag = 31
time = 243000    total seen = 12949 max lag = 31
time = 244000    total seen = 12949 max lag = 31
time = 245000    total seen = 12949 max lag = 31
time = 246000    total seen = 12949 max lag = 31
time = 247000    total seen = 12949 max lag = 31
time = 248000    total seen = 12949 max lag = 31
time = 249000    total seen = 12949 max lag = 31
time = 250000    total seen = 12949 max lag = 31
time = 251000    total seen = 12949 max lag = 31
time = 252000    total seen = 12949 max lag = 31
time = 253000    total seen = 12949 max lag = 28
time = 254000    total seen = 12949 max lag = 28
time = 255000    total seen = 12949 max lag = 28
time = 256000    total seen = 12949 max lag = 28
time = 257000    total seen = 12949 max lag = 28
time = 258000    total seen = 12949 max lag = 28
time = 259000    total seen = 12949 max lag = 28
time = 260000    total seen = 12949 max lag = 0
time = 261000    total seen = 12949 max lag = 0
time = 262000    total seen = 12949 max lag = 0
time = 263000    total seen = 12949 max lag = 0
time = 264000    total seen = 12949 max lag = 0
time = 265000    total seen = 12949 max lag = 0
time = 266000    total seen = 12949 max lag = 0
time = 267000    total seen = 12949 max lag = 0
time = 268000    total seen = 12949 max lag = 0
time = 269000    total seen = 12949 max lag = 0
time = 270000    total seen = 12949 max lag = 0
time = 271000    total seen = 12949 max lag = 0
time = 272000    total seen = 12949 max lag = 0
time = 273000    total seen = 12949 max lag = 0
time = 274000    total seen = 12949 max lag = 0
time = 275000    total seen = 12949 max lag = 0
time = 276000    total seen = 12949 max lag = 0
time = 277000    total seen = 12949 max lag = 0
time = 278000    total seen = 12949 max lag = 0
time = 279000    total seen = 12949 max lag = 0
time = 280000    total seen = 12949 max lag = 0
time = 281000    total seen = 12949 max lag = 0
time = 282000    total seen = 12949 max lag = 0
time = 283000    total seen = 12949 max lag = 0
time = 284000    total seen = 12949 max lag = 0
time = 285000    total seen = 12949 max lag = 0
time = 286000    total seen = 12949 max lag = 0
time = 287000    total seen = 12949 max lag = 0
time = 288000    total seen = 12949 max lag = 0
time = 289000    total seen = 12949 max lag = 0
time = 290000    total seen = 12949 max lag = 0
time = 291000    total seen = 12949 max lag = 0
time = 292000    total seen = 12949 max lag = 0
time = 293000    total seen = 12949 max lag = 0
time = 294000    total seen = 12949 max lag = 0
time = 295000    total seen = 12949 max lag = 0
time = 296000    total seen = 12949 max lag = 0
time = 297000    total seen = 12949 max lag = 0
time = 298000    total seen = 12949 max lag = 0
time = 299000    total seen = 12949 max lag = 0
time = 300000    total seen = 12949 max lag = 0
time = 301000    total seen = 12949 max lag = 0
time = 302000    total seen = 12949 max lag = 0
time = 303000    total seen = 12949 max lag = 0
time = 304000    total seen = 12949 max lag = 0
time = 305000    total seen = 12949 max lag = 0
time = 306000    total seen = 12949 max lag = 0
time = 307000    total seen = 12949 max lag = 0
time = 308000    total seen = 12949 max lag = 0
time = 309000    total seen = 12949 max lag = 0
time = 310000    total seen = 12949 max lag = 0
time = 311000    total seen = 12949 max lag = 0
time = 312000    total seen = 12949 max lag = 0
time = 313000    total seen = 12949 max lag = 0
time = 314000    total seen = 12949 max lag = 0
time = 315000    total seen = 12949 max lag = 0
time = 316000    total seen = 12949 max lag = 0
time = 317000    total seen = 12949 max lag = 0
time = 318000    total seen = 12949 max lag = 0
time = 319000    total seen = 12949 max lag = 0
time = 320000    total seen = 12949 max lag = 0
time = 321000    total seen = 12949 max lag = 0
time = 322000    total seen = 12949 max lag = 0
time = 323000    total seen = 12949 max lag = 0
time = 324000    total seen = 12949 max lag = 0
time = 325000    total seen = 12949 max lag = 0
time = 326000    total seen = 12949 max lag = 0
time = 327000    total seen = 12949 max lag = 0
time = 328000    total seen = 12949 max lag = 0
time = 329000    total seen = 12949 max lag = 0
time = 330000    total seen = 12949 max lag = 0
time = 331000    total seen = 12949 max lag = 0
time = 332000    total seen = 12949 max lag = 0
time = 333000    total seen = 12949 max lag = 0
time = 334000    total seen = 12949 max lag = 0
time = 335000    total seen = 12949 max lag = 0
time = 336000    total seen = 12949 max lag = 0
time = 337000    total seen = 12949 max lag = 0
time = 338000    total seen = 12949 max lag = 0
time = 339000    total seen = 12949 max lag = 0
time = 340000    total seen = 12949 max lag = 0
time = 341000    total seen = 12949 max lag = 0
time = 342000    total seen = 12949 max lag = 0
time = 343000    total seen = 12949 max lag = 0
time = 344000    total seen = 12949 max lag = 0
time = 345000    total seen = 12949 max lag = 0
time = 346000    total seen = 12949 max lag = 0
time = 347000    total seen = 12949 max lag = 0
time = 348000    total seen = 12949 max lag = 0
time = 349000    total seen = 12949 max lag = 0
time = 350000    total seen = 12949 max lag = 0
time = 351000    total seen = 12949 max lag = 0
time = 352000    total seen = 12949 max lag = 0
time = 353000    total seen = 12949 max lag = 0
time = 354000    total seen = 12949 max lag = 0
time = 355000    total seen = 12949 max lag = 0
time = 356000    total seen = 12949 max lag = 0
time = 357000    total seen = 12949 max lag = 0
time = 358000    total seen = 12949 max lag = 0
time = 359000    total seen = 12949 max lag = 0
time = 360000    total seen = 12949 max lag = 0
time = 361000    total seen = 12949 max lag = 0
time = 362000    total seen = 12949 max lag = 0
time = 363000    total seen = 12949 max lag = 0
time = 364000    total seen = 12949 max lag = 0
time = 365000    total seen = 12949 max lag = 0
time = 366000    total seen = 12949 max lag = 0
time = 367000    total seen = 12949 max lag = 0
time = 368000    total seen = 12949 max lag = 0
time = 369000    total seen = 12949 max lag = 0
time = 370000    total seen = 12949 max lag = 0
time = 371000    total seen = 12949 max lag = 0
time = 372000    total seen = 12949 max lag = 0
time = 373000    total seen = 12949 max lag = 0
time = 374000    total seen = 12949 max lag = 0
time = 375000    total seen = 12949 max lag = 0
time = 376000    total seen = 12949 max lag = 0
time = 377000    total seen = 12949 max lag = 0
time = 378000    total seen = 12949 max lag = 0
time = 379000    total seen = 12949 max lag = 0
time = 380000    total seen = 12949 max lag = 0
time = 381000    total seen = 12949 max lag = 0
time = 382000    total seen = 12949 max lag = 0
time = 383000    total seen = 12949 max lag = 0
time = 384000    total seen = 12949 max lag = 0
time = 385000    total seen = 12949 max lag = 0
time = 386000    total seen = 12949 max lag = 0
time = 387000    total seen = 12949 max lag = 0
time = 388000    total seen = 12949 max lag = 0
time = 389000    total seen = 12949 max lag = 0
time = 390000    total seen = 12949 max lag = 0
time = 391000    total seen = 12949 max lag = 0
time = 392000    total seen = 12949 max lag = 0
time = 393000    total seen = 12949 max lag = 0
time = 394000    total seen = 12949 max lag = 0
time = 395000    total seen = 12949 max lag = 0
time = 396000    total seen = 12949 max lag = 0
time = 397000    total seen = 12949 max lag = 0
time = 398000    total seen = 12949 max lag = 0
time = 399000    total seen = 12949 max lag = 0
time = 400000    total seen = 12949 max lag = 0
time = 401000    total seen = 12949 max lag = 0
time = 402000    total seen = 12949 max lag = 0
time = 403000    total seen = 12949 max lag = 0
time = 404000    total seen = 12949 max lag = 0
time = 405000    total seen = 12949 max lag = 0
time = 406000    total seen = 12949 max lag = 0
time = 407000    total seen = 12949 max lag = 0
time = 408000    total seen = 12949 max lag = 0
time = 409000    total seen = 12949 max lag = 0
time = 410000    total seen = 12949 max lag = 0
time = 411000    total seen = 12949 max lag = 0
time = 412000    total seen = 12949 max lag = 0
time = 413000    total seen = 12949 max lag = 0
time = 414000    total seen = 12949 max lag = 0
time = 415000    total seen = 12949 max lag = 0
time = 416000    total seen = 12949 max lag = 0
time = 417000    total seen = 12949 max lag = 0
time = 418000    total seen = 12949 max lag = 0
time = 419000    total seen = 12949 max lag = 0
time = 420000    total seen = 12949 max lag = 0
time = 421000    total seen = 12949 max lag = 0
time = 422000    total seen = 12949 max lag = 0
time = 423000    total seen = 12949 max lag = 0
time = 424000    total seen = 12949 max lag = 0
time = 425000    total seen = 12949 max lag = 0
time = 426000    total seen = 12949 max lag = 0
time = 427000    total seen = 12949 max lag = 0
time = 428000    total seen = 12949 max lag = 0
time = 429000    total seen = 12949 max lag = 0
time = 430000    total seen = 12949 max lag = 0
time = 431000    total seen = 12949 max lag = 0
time = 432000    total seen = 12949 max lag = 0
time = 433000    total seen = 12949 max lag = 0
time = 434000    total seen = 12949 max lag = 0
time = 435000    total seen = 12949 max lag = 0
time = 436000    total seen = 12949 max lag = 0
time = 437000    total seen = 12949 max lag = 0
time = 438000    total seen = 12949 max lag = 0
time = 439000    total seen = 12949 max lag = 0
time = 440000    total seen = 12949 max lag = 0
time = 441000    total seen = 12949 max lag = 0
time = 442000    total seen = 12949 max lag = 0
time = 443000    total seen = 12949 max lag = 0
time = 444000    total seen = 12949 max lag = 0
time = 445000    total seen = 12949 max lag = 0
time = 446000    total seen = 12949 max lag = 0
time = 447000    total seen = 12949 max lag = 0
time = 448000    total seen = 12949 max lag = 0
time = 449000    total seen = 12949 max lag = 0
time = 450000    total seen = 12949 max lag = 0
time = 451000    total seen = 12949 max lag = 0
time = 452000    total seen = 12949 max lag = 0
time = 453000    total seen = 12949 max lag = 0
time = 454000    total seen = 12949 max lag = 0
time = 455000    total seen = 12949 max lag = 0
time = 456000    total seen = 12949 max lag = 0
time = 457000    total seen = 12949 max lag = 0
time = 458000    total seen = 12949 max lag = 0
time = 459000    total seen = 12949 max lag = 0
time = 460000    total seen = 12949 max lag = 0
time = 461000    total seen = 12949 max lag = 0
time = 462000    total seen = 12949 max lag = 0
time = 463000    total seen = 12949 max lag = 0
time = 464000    total seen = 12949 max lag = 0
time = 465000    total seen = 12949 max lag = 0
time = 466000    total seen = 12949 max lag = 0
time = 467000    total seen = 12949 max lag = 0
time = 468000    total seen = 12949 max lag = 0
time = 469000    total seen = 12949 max lag = 0
time = 470000    total seen = 12949 max lag = 0
time = 471000    total seen = 12949 max lag = 0
time = 472000    total seen = 12949 max lag = 0
time = 473000    total seen = 12949 max lag = 0
time = 474000    total seen = 12949 max lag = 0
time = 475000    total seen = 12949 max lag = 0
time = 476000    total seen = 12949 max lag = 0
time = 477000    total seen = 12949 max lag = 0
time = 478000    total seen = 12949 max lag = 0
time = 479000    total seen = 12949 max lag = 0
time = 480000    total seen = 12949 max lag = 0
time = 481000    total seen = 12949 max lag = 0
time = 482000    total seen = 12949 max lag = 0
time = 483000    total seen = 12949 max lag = 0
time = 484000    total seen = 12949 max lag = 0
time = 485000    total seen = 12949 max lag = 0
time = 486000    total seen = 12949 max lag = 0
time = 487000    total seen = 12949 max lag = 0
time = 488000    total seen = 12949 max lag = 0
time = 489000    total seen = 12949 max lag = 0
time = 490000    total seen = 12949 max lag = 0
time = 491000    total seen = 12949 max lag = 0
time = 492000    total seen = 12949 max lag = 0
time = 493000    total seen = 12949 max lag = 0
time = 494000    total seen = 12949 max lag = 0
time = 495000    total seen = 12949 max lag = 0
time = 496000    total seen = 12949 max lag = 0
time = 497000    total seen = 12949 max lag = 0
time = 498000    total seen = 12949 max lag = 0
time = 499000    total seen = 12949 max lag = 0
time = 500000    total seen = 12949 max lag = 0
time = 501000    total seen = 12949 max lag = 0
time = 502000    total seen = 12949 max lag = 0
time = 503000    total seen = 12949 max lag = 0
time = 504000    total seen = 12949 max lag = 0
time = 505000    total seen = 12949 max lag = 0
time = 506000    total seen = 12949 max lag = 0
time = 507000    total seen = 12949 max lag = 0
time = 508000    total seen = 12949 max lag = 0
time = 509000    total seen = 12949 max lag = 0
time = 510000    total seen = 12949 max lag = 0
time = 511000    total seen = 12949 max lag = 0
time = 512000    total seen = 12949 max lag = 0
time = 513000    total seen = 12949 max lag = 0
time = 514000    total seen = 12949 max lag = 0
time = 515000    total seen = 12949 max lag = 0
time = 516000    total seen = 12949 max lag = 0
time = 517000    total seen = 12949 max lag = 0
time = 518000    total seen = 12949 max lag = 0
time = 519000    total seen = 12949 max lag = 0
time = 520000    total seen = 12949 max lag = 0
time = 521000    total seen = 12949 max lag = 0
time = 522000    total seen = 12949 max lag = 0
time = 523000    total seen = 12949 max lag = 0
time = 524000    total seen = 12949 max lag = 0
time = 525000    total seen = 12949 max lag = 0
time = 526000    total seen = 12949 max lag = 0
time = 527000    total seen = 12949 max lag = 0
time = 528000    total seen = 12949 max lag = 0
time = 529000    total seen = 12949 max lag = 0
time = 530000    total seen = 12949 max lag = 0
time = 531000    total seen = 12949 max lag = 0
time = 532000    total seen = 12949 max lag = 0
time = 533000    total seen = 12949 max lag = 0
time = 534000    total seen = 12949 max lag = 0
time = 535000    total seen = 12949 max lag = 0
time = 536000    total seen = 12949 max lag = 0
time = 537000    total seen = 12949 max lag = 0
time = 538000    total seen = 12949 max lag = 0
time = 539000    total seen = 12949 max lag = 0
time = 540000    total seen = 12949 max lag = 0
time = 541000    total seen = 12949 max lag = 0
time = 542000    total seen = 12949 max lag = 0
time = 543000    total seen = 12949 max lag = 0
time = 544000    total seen = 12949 max lag = 0
time = 545000    total seen = 12949 max lag = 0
time = 546000    total seen = 12949 max lag = 0
time = 547000    total seen = 12949 max lag = 0
time = 548000    total seen = 12949 max lag = 0
time = 549000    total seen = 12949 max lag = 0
time = 550000    total seen = 12949 max lag = 0
time = 551000    total seen = 12949 max lag = 0
time = 552000    total seen = 12949 max lag = 0
time = 553000    total seen = 12949 max lag = 0
time = 554000    total seen = 12949 max lag = 0
time = 555000    total seen = 12949 max lag = 0
time = 556000    total seen = 12949 max lag = 0
time = 557000    total seen = 12949 max lag = 0
time = 558000    total seen = 12949 max lag = 0
time = 559000    total seen = 12949 max lag = 0
time = 560000    total seen = 12949 max lag = 0
time = 561000    total seen = 12949 max lag = 0
time = 562000    total seen = 12949 max lag = 0
time = 563000    total seen = 12949 max lag = 0
time = 564000    total seen = 12949 max lag = 0
time = 565000    total seen = 12949 max lag = 0
time = 566000    total seen = 12949 max lag = 0
time = 567000    total seen = 12949 max lag = 0
time = 568000    total seen = 12949 max lag = 0
time = 569000    total seen = 12949 max lag = 0
time = 570000    total seen = 12949 max lag = 0
time = 571000    total seen = 12949 max lag = 0
time = 572000    total seen = 12949 max lag = 0
time = 573000    total seen = 12949 max lag = 0
time = 574000    total seen = 12949 max lag = 0
time = 575000    total seen = 12949 max lag = 0
time = 576000    total seen = 12949 max lag = 0
time = 577000    total seen = 12949 max lag = 0
time = 578000    total seen = 12949 max lag = 0
time = 579000    total seen = 12949 max lag = 0
time = 580000    total seen = 12949 max lag = 0
time = 581000    total seen = 12949 max lag = 0
time = 582000    total seen = 12949 max lag = 0
time = 583000    total seen = 12949 max lag = 0
time = 584000    total seen = 12949 max lag = 0
time = 585000    total seen = 12949 max lag = 0
time = 586000    total seen = 12949 max lag = 0
time = 587000    total seen = 12949 max lag = 0
time = 588000    total seen = 12949 max lag = 0
time = 589000    total seen = 12949 max lag = 0
time = 590000    total seen = 12949 max lag = 0
time = 591000    total seen = 12949 max lag = 0
time = 592000    total seen = 12949 max lag = 0
time = 593000    total seen = 12949 max lag = 0
time = 594000    total seen = 12949 max lag = 0
time = 595000    total seen = 12949 max lag = 0
time = 596000    total seen = 12949 max lag = 0
time = 597000    total seen = 12949 max lag = 0
time = 598000    total seen = 12949 max lag = 0
time = 599000    total seen = 12949 max lag = 0
time = 600000    total seen = 12949 max lag = 0
time = 601000    total seen = 12949 max lag = 0
time = 602000    total seen = 12949 max lag = 0
time = 603000    total seen = 12949 max lag = 0
time = 604000    total seen = 12949 max lag = 0
time = 605000    total seen = 12949 max lag = 0
time = 606000    total seen = 12949 max lag = 0
time = 607000    total seen = 12949 max lag = 0
time = 608000    total seen = 12949 max lag = 0
time = 609000    total seen = 12949 max lag = 0
time = 610000    total seen = 12949 max lag = 0
time = 611000    total seen = 12949 max lag = 0
time = 612000    total seen = 12949 max lag = 0
time = 613000    total seen = 12949 max lag = 0
time = 614000    total seen = 12949 max lag = 0
time = 615000    total seen = 12949 max lag = 0
time = 616000    total seen = 12949 max lag = 0
time = 617000    total seen = 12949 max lag = 0
time = 618000    total seen = 12949 max lag = 0
time = 619000    total seen = 12949 max lag = 0
time = 620000    total seen = 12949 max lag = 0
time = 621000    total seen = 12949 max lag = 0
time = 622000    total seen = 12949 max lag = 0
time = 623000    total seen = 12949 max lag = 0
time = 624000    total seen = 12949 max lag = 0
time = 625000    total seen = 12949 max lag = 0
time = 626000    total seen = 12949 max lag = 0
time = 627000    total seen = 12949 max lag = 0
time = 628000    total seen = 12949 max lag = 0
time = 629000    total seen = 12949 max lag = 0
time = 630000    total seen = 12949 max lag = 0
time = 631000    total seen = 12949 max lag = 0
time = 632000    total seen = 12949 max lag = 0
time = 633000    total seen = 12949 max lag = 0
time = 634000    total seen = 12949 max lag = 0
time = 635000    total seen = 12949 max lag = 0
time = 636000    total seen = 12949 max lag = 0
time = 637000    total seen = 12949 max lag = 0
time = 638000    total seen = 12949 max lag = 0
time = 639000    total seen = 12949 max lag = 0
time = 640000    total seen = 12949 max lag = 0
time = 641000    total seen = 12949 max lag = 0
time = 642000    total seen = 12949 max lag = 0
time = 643000    total seen = 12949 max lag = 0
time = 644000    total seen = 12949 max lag = 0
time = 645000    total seen = 12949 max lag = 0
time = 646000    total seen = 12949 max lag = 0
time = 647000    total seen = 12949 max lag = 0
time = 648000    total seen = 12949 max lag = 0
time = 649000    total seen = 12949 max lag = 0
time = 650000    total seen = 12949 max lag = 0
time = 651000    total seen = 12949 max lag = 0
time = 652000    total seen = 12949 max lag = 0
time = 653000    total seen = 12949 max lag = 0
time = 654000    total seen = 12949 max lag = 0
time = 655000    total seen = 12949 max lag = 0
time = 656000    total seen = 12949 max lag = 0
time = 657000    total seen = 12949 max lag = 0
time = 658000    total seen = 12949 max lag = 0
time = 659000    total seen = 12949 max lag = 0
time = 660000    total seen = 12949 max lag = 0
time = 661000    total seen = 12949 max lag = 0
